dataset,feature_set,model,acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,mean_delta_alc_mape,median_delta_alc_mape,mean_absolute_alc_mape,mean_baseline_alc_mape,n_trials
Formation,set5_features_metadata_corr95,RF,hybrid,4.108809190693763,5.589810275228067,2.629676013183675,8.13590552774977,0.648549952748185,0.6017045872990137,11.74321404712335,12.391763999871536,10
Formation,set5_features_metadata_corr95,RF,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,12.391763999871536,12.391763999871536,10
HUST,set1_dQn_m,AE_ENet,coverage,-5.004241443960446,0.06298020349991534,-21.452629162856066,13.513088297430205,-0.4236255579826597,0.005937639484525192,14.28586307303649,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,diversity_iterative,-17.0137035815928,-11.344187981786149,-33.853971972797204,-3.040394612140937,-2.11555301834393,-1.6652478885593327,15.97779053339776,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,diversity_oneshot,3.0647356127441485,2.1857373469716026,-3.7895882366786893,15.058538402133166,0.6551125964397867,0.247669853936622,13.207124918614046,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,exploitation,-19.889652300089043,-10.711087110454875,-21.385071268327557,-3.7445224849377827,-2.457454212134556,-1.550020852133117,16.31969172718839,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,exploration,-0.9119857231875557,0.5737967108319078,-7.775337221321312,10.971387638816797,0.0027147486935033883,0.0644694507986543,13.859522766360328,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,hybrid,0.13765053812636233,2.026303464864003,-6.841484818793836,8.887701676301335,-0.05692833317931641,0.3020164047574907,13.919165848233146,13.862237515053831,10
HUST,set1_dQn_m,AE_ENet,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,13.862237515053831,13.862237515053831,10
HUST,set1_dQn_m,GPR,coverage,3.473588960420412,6.252225509063972,-0.4857502481433589,13.293526941352562,0.5797178220130415,0.9097638098554297,15.45354941480303,16.033267236816073,10
